#SampleID	BarcodeSequence	LinkerPrimerSequence	Order	Name	Days	Weeks	Months	Months_cat	Months_mitigation	Mitigation_status_num	Mitigation_status	Mitigation_status_begin_end	ASR	Concrete	Type	Type2	Input	Input_num	Collected	Year	Season	Season_num	Summer	Winter	S_Yr	Month	Halves	half_char	Thirds	Fourths	Concentration	Extracted	Ground	Extracted2	Rhodoluna	Rhodoluna_num	num_conc	neg_control	old_sample_ids	Description	ph	ppt	Conduc	Ca	Mg	K	Na	NH4	NO3	Cl	SO4	Br	svol	ppt.1	subppt	temp_avg	hum_avg	dew_pt_avg	wind_spd_avg	pressure_avg	precip_avg	precip_sum	snow_sum	rain_sum	temp_max	wind_spd_max	wind_gust	temp_min	time_to_grind	time_to_extract	grind_to_extract	faith_pd_raw	shannon_raw	evenness_raw	observed_otus_raw	total_reads_in_sample	reads_in_negs_per_sample	percent_reads_in_neg_controls	faith_pd_decontam	shannon_decontam	evenness_decontam	observed_otus_decontam	contam_counts_per_sample	percent_contam_reads	avg_conc	k__Bacteria;f__NA	k__Bacteria;p__Acidobacteria	k__Bacteria;p__Actinobacteria	k__Bacteria;p__Bacteroidetes	k__Bacteria;p__Chloroflexi	k__Bacteria;p__Cyanobacteria	k__Bacteria;p__Deinococcus-Thermus	k__Bacteria;p__Epsilonbacteraeota	k__Bacteria;p__Firmicutes	k__Bacteria;p__Fusobacteria	k__Bacteria;p__Patescibacteria	k__Bacteria;p__Proteobacteria	k__Bacteria;p__Spirochaetes	k__Bacteria;p__Thermotogae	k__Bacteria;p__Verrucomicrobia	k__Bacteria;f__NA;g__NA	k__Bacteria;p__Acidobacteria;c__Subgroup 5	k__Bacteria;p__Actinobacteria;c__Actinobacteria	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	k__Bacteria;p__Chloroflexi;c__Chloroflexia	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci	k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria	k__Bacteria;p__Firmicutes;c__Bacilli	k__Bacteria;p__Firmicutes;c__Clostridia	k__Bacteria;p__Firmicutes;c__Erysipelotrichia	k__Bacteria;p__Firmicutes;c__Negativicutes	k__Bacteria;p__Fusobacteria;c__Fusobacteriia	k__Bacteria;p__Patescibacteria;c__Saccharimonadia	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	k__Bacteria;p__Spirochaetes;c__Spirochaetia	k__Bacteria;p__Thermotogae;c__Thermotogae	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	k__Bacteria;f__NA;g__NA;s__NA	k__Bacteria;p__Acidobacteria;c__Subgroup 5;s__NA	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Chitinophagales	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Sphingobacteriales	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales	k__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Chloroplast	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales	k__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria Incertae Sedis	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	k__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales	k__Bacteria;p__Thermotogae;c__Thermotogae;o__Petrotogales	k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__uncultured
050213M_7	BBB	BBB	1	050213M.7	0	0	0	0_	0_mitigated	1	mitigated	mitigated_start	unreactive	Yes	Concrete	Mitigated Concrete	Normal	2	5/2/2013	2013	Spring	2	FALSE	FALSE	Spring 2013	May	1	first	1	1	Low	8/24/2016	5/12/2016	August	high	2	0.062	FALSE	050213M7.fastq	050213M	5.446666667	16.08666667	6.65	0.106666667	0.072833333	0.042166667	0.306	0.738	0.632166667	0.511	1.298	0.005	1754.033333	16.08666667	16.08666667	54.33916667	64.23095238	40.78559524	9.358907363	30.13691211	0.038405797	5.3	0	108	88	32.2	44.9	25	1106	1210	104	25.48388166	2.913326789	0.470663871	73	54115	40955	0.756814192	25.72539664	5.59022728	0.950291771	59	51687	0.955132588	0.091666667	0.0	0.0	0.09838345211194159	0.009637483824864321	0.0	0.0010236205264885954	0.0	0.0	0.0315777275624312	0.0006566622245398536	0.0	0.8574463564903334	0.0	0.0012746972594008922	0.0	0.0	0.0	0.09838345211194159	0.009637483824864321	0.0	0.0010236205264885954	0.0	0.0	0.028912451474592968	0.002665276087838229	0.0	0.0	0.0006566622245398536	0.0	0.015624698225080634	0.0	0.8418216582652529	0.0	0.0012746972594008922	0.0	0.0	0.0	0.0	0.0054850609343917184	0.09106359966780617	0.0018347915097437085	0.0	0.0	0.00121675647488267	0.0	0.008420727349981652	0.0	0.0	0.0010236205264885954	0.0	0.0	0.0	0.0034378198814145277	0.02547463159317844	0.002665276087838229	0.0	0.0	0.0	0.0006566622245398536	0.0	0.0	0.0	0.0016030283716708192	0.01095080827394403	0.0	0.0	0.0	0.003070861579465786	0.0	0.0	0.0	0.0	0.0	0.0	0.1713888406049018	0.0	0.658381134480561	0.00015450875871525968	0.0	0.0	0.0006952894142186686	0.005079475442764162	0.0038820325627208995	0.0022403770013712655	0.0	0.0012746972594008922	0.0
033114U_10	BBB	BBB	6	033114U.10	333	48	10	10_	10_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	3/31/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	March	2	second	2	3	Low	8/24/2016	5/31/2016	August	high	2	0.1	FALSE	033114U10.fastq	033114U	5.58	8.3185	9.8	0.199	0.1875	0.046	0.337	0.8825	0.14	0.55	1.6965	0.005	1057.6	8.3185	8.3185	38.26789298	63.86956522	25.52017837	10.51304348	30.01171683	0.029883721	7.71	88	132	68	36.8	52.9	10	792	877	85	17.31289179	2.448219128	0.440756138	47	46623	33005	0.707912404	9.717086191	4.331557918	0.944731373	24	44718	0.959140338	0.071333333	0.0	0.0	0.0999360232963445	0.005868207990469677	0.0	0.0031326523858898276	0.0	0.0	0.013346864038474265	0.0	0.0	0.8777162522888219	0.0	0.0	0.0	0.0	0.0	0.0999360232963445	0.005868207990469677	0.0	0.0031326523858898276	0.0	0.0	0.013346864038474265	0.0	0.0	0.0	0.0	0.0	0.03033378190562333	0.0	0.8473824703831985	0.0	0.0	0.0	0.0	0.0	0.00035297491671998056	0.0015883871252399125	0.09673718811356968	0.0012574731408149307	0.0	0.0	0.0	0.0	0.005868207990469677	0.0	0.0	0.0031326523858898276	0.0	0.0	0.0	0.0037724194224447926	0.009574444616029474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023186039842043725	0.0	0.0	0.0	0.007147742063579606	0.0	0.0	0.0	0.0	0.0	0.0	0.040614176355092776	0.0	0.7904873259943968	0.0	0.0	0.0011692294116349357	0.0	0.009772993006684463	0.00024267025524498667	0.00509607536014472	0.0	0.0	0.0
033114U_11	BBB	BBB	6	033114U.11	333	48	10	10_	10_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	3/31/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	March	2	second	2	3	Low	8/24/2016	5/31/2016	August	na	0	0.055	FALSE	033114U11.fastq	033114U	5.58	8.3185	9.8	0.199	0.1875	0.046	0.337	0.8825	0.14	0.55	1.6965	0.005	1057.6	8.3185	8.3185	38.26789298	63.86956522	25.52017837	10.51304348	30.01171683	0.029883721	7.71	88	132	68	36.8	52.9	10	792	877	85	25.06435123	4.963166312	0.801826654	73	49413	37164	0.752109769	17.15235808	4.703555528	0.949408387	31	42072	0.851435857	0.071333333	0.0	0.0	0.04248411808669656	0.06586322869955157	0.0	0.0	0.0	0.0	0.11453662182361735	0.0	0.0	0.7646674140508223	0.0	0.012448617339312407	0.0	0.0	0.0	0.04248411808669656	0.06586322869955157	0.0	0.0	0.0	0.0	0.1087677503736921	0.005768871449925261	0.0	0.0	0.0	0.0	0.3732950298953662	0.0	0.39137238415545583	0.0	0.012448617339312407	0.0	0.0	0.0	0.007660687593423019	0.0	0.030642750373692077	0.0041806801195814645	0.0	0.0	0.06586322869955157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022491591928251124	0.08627615844544097	0.005768871449925261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3066143497757848	0.0	0.0	0.0	0.06668068011958148	0.0	0.0	0.0	0.0	0.0	0.0	0.30806240657698053	0.0	0.03183389387144993	0.010603512705530643	0.0	0.01782044095665172	0.011467675635276533	0.007193572496263079	0.004390881913303438	0.0	0.0	0.012448617339312407	0.0
033114U_12	BBB	BBB	6	033114U.12	333	48	10	10_	10_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	3/31/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	March	2	second	2	3	Low	8/24/2016	5/31/2016	August	na	0	0.059	FALSE	033114U12.fastq	033114U	5.58	8.3185	9.8	0.199	0.1875	0.046	0.337	0.8825	0.14	0.55	1.6965	0.005	1057.6	8.3185	8.3185	38.26789298	63.86956522	25.52017837	10.51304348	30.01171683	0.029883721	7.71	88	132	68	36.8	52.9	10	792	877	85	33.28034532	4.477523443	0.654083697	115	45911	42594	0.927751519	39.55656191	5.464342763	0.815520024	104	43637	0.950469386	0.071333333	0.0	0.0	0.018545355735700375	0.00978216566278701	0.0	0.007676282777048141	0.0	0.00013586341198315293	0.2030025814048277	0.008989629092885285	0.0	0.7016439472849963	0.0	0.0502241746297722	0.0	0.0	0.0	0.018545355735700375	0.00978216566278701	0.0	0.007676282777048141	0.0	0.00013586341198315293	0.17539966487025047	0.02760291653457724	0.0	0.0	0.008989629092885285	0.0	0.06811285720755401	0.0030116389656265567	0.6305194511118158	0.0	0.0502241746297722	0.0	0.0	0.0	0.008921697386893709	0.006113853539241882	0.003328653593587247	0.00018115121597753726	0.0	0.005026946243376659	0.0008151804718989176	0.0039400389475114355	0.0	0.0	0.0	0.007676282777048141	0.0	0.0	0.00013586341198315293	0.09422127621031658	0.0811783886599339	0.02760291653457724	0.0	0.0	0.0	0.008989629092885285	0.0	0.0	0.0	0.007268692541098682	0.03498482858566189	0.0	0.0003396585299578823	0.0	0.025519677550835562	0.0	0.0	0.0	0.0030116389656265567	0.00029437072596349804	0.0016530048457950273	0.5275802726325801	0.0	0.02144377519134097	0.00043023413794665094	0.0	0.020741814229428016	0.0009510438838820706	0.0015850731398034507	0.018613287441691953	0.037226574883383906	0.0	0.0502241746297722	0.0
042014U_4	BBB	BBB	7	042014U.4	353	51	11	11_	11_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Low	5/5/2016	A	May	na	0	0.061	FALSE	042014U4.fastq	042014U	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	#VALUE!	746	#VALUE!	31.8296657	4.65458956	0.682473229	113	56272	44922	0.798301109	35.33950691	6.309663762	0.941679058	104	51054	0.907271823	0.079666667	0.0	0.0	0.004981295912236156	0.016610780532242745	0.0	0.003043048475568391	0.0	0.0014149206287674685	0.07989455933944527	0.0	0.0	0.8906053146744713	0.0	0.003450080437268622	0.0	0.0	0.0	0.004981295912236156	0.016610780532242745	0.0	0.003043048475568391	0.0	0.0014149206287674685	0.07989455933944527	0.0	0.0	0.0	0.0	0.0	0.5296067295951	0.0016668927955342779	0.3593316922838369	0.0	0.003450080437268622	0.0	0.0	0.0	0.0033144031167018782	0.0009303587696005272	0.0	0.0007365340259337506	0.0	0.0	0.015699804237008896	0.0009109762952338496	0.0	0.0	0.0	0.003043048475568391	0.0	0.0	0.0014149206287674685	0.014885740313608436	0.06500881902583684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019091737251177486	0.426918380400442	0.0	0.0	0.0	0.08359661194348071	0.0	0.0	0.0	0.0016668927955342779	0.0	0.0005620917566336518	0.26127575446281476	0.0	0.04878568798092764	0.024557595022580585	0.0	0.0013567732056674355	0.0	0.013684026902874421	0.006938925823270599	0.0021708371290678967	0.0	0.003450080437268622	0.0
042014U_5	BBB	BBB	7	042014U.5	353	51	11	11_	11_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Medium	6/21/2016	A	June	high	2	0.094	FALSE	042014U5.fastq	042014U	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	#VALUE!	793	#VALUE!	19.4921126	3.073624043	0.524689999	58	46584	30495	0.654623905	17.83322923	4.526404936	0.897313895	33	41386	0.888416624	0.079666667	0.0	0.0	0.0678502879078695	0.0	0.0	0.0031429942418426103	0.0	0.0	0.020129558541266794	0.0	0.0	0.908877159309021	0.0	0.0	0.0	0.0	0.0	0.0678502879078695	0.0	0.0	0.0031429942418426103	0.0	0.0	0.020129558541266794	0.0	0.0	0.0	0.0	0.0	0.0218809980806142	0.0	0.8869961612284069	0.0	0.0	0.0	0.0	0.0	0.0	0.007437619961612284	0.05167946257197697	0.008733205374280231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031429942418426103	0.0	0.0	0.0	0.005398272552783109	0.014731285988483684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015379078694817657	0.0	0.0	0.0	0.006501919385796546	0.0	0.0	0.0	0.0	0.0	0.0	0.05395873320537428	0.0	0.8184021113243762	0.0	0.0	0.005830134357005758	0.0	0.0065978886756238005	0.0022072936660268716	0.0	0.0	0.0	0.0
042014U_6	BBB	BBB	7	042014U.6	353	51	11	11_	11_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	4/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	April	2	second	2	3	Medium	5/5/2016	A	May	high	2	0.084	FALSE	042014U6.fastq	042014U	5.436666667	20.8915	14.125	0.343333333	0.133	0.0575	0.418333333	0.51925	0.38	0.693666667	0.937	0.005	1947.566667	20.8915	20.8915	48.60321839	66.5045977	36.19206897	10.98344828	30.00005747	0.033884298	8.2	27	168	82	33.4	49.5	21.9	#VALUE!	746	#VALUE!	20.83249802	2.126024449	0.349246394	68	63510	52459	0.825995906	18.50718036	4.71219863	0.863129893	44	59450	0.936073059	0.079666667	0.0	0.0	0.05296232819168599	0.012064388211177203	0.0	0.0	0.0	0.0	0.004839197499747958	0.0	0.0	0.9301340860973887	0.0	0.0	0.0	0.0	0.0	0.05296232819168599	0.012064388211177203	0.0	0.0	0.0	0.0	0.004839197499747958	0.0	0.0	0.0	0.0	0.0	0.014954464495748901	0.0	0.9151796216016398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046862923009712	0.005796955338239742	0.0003024498437342474	0.0	0.0	0.0	0.012064388211177203	0.0	0.0	0.0	0.0	0.0	0.0	0.0015794602950566254	0.003259737204691333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007443626709681756	0.0	0.0	0.0	0.007510837786067144	0.0	0.0	0.0	0.0	0.0	0.0	0.033454313270827034	0.0	0.8703666364216823	0.0	0.0	0.0	0.0	0.007544443324259838	0.0	0.0038142285848707866	0.0	0.0	0.0
052014U_14	BBB	BBB	8	052014U.14	383	55	12	12_	12_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	Medium	8/25/2016	5/31/2016	August	na	0	0.096	FALSE	052014U14.fastq	052014U	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	828	86	35.5166105	4.169622714	0.637639004	93	57443	54432	0.947582821	56.09631377	5.624606496	0.799696889	131	55060	0.958515398	0.090666667	0.0	0.0	0.021904538143174713	0.013012596916737453	0.0	0.003433879741916828	0.00010843830763947877	0.0006144837432903797	0.15044007879850363	0.007265366611845078	0.0	0.762773128987367	0.0	0.040447488749525584	0.0	0.0	0.0	0.021904538143174713	0.013012596916737453	0.0	0.003433879741916828	0.00010843830763947877	0.0006144837432903797	0.12170392727404172	0.028627713216822396	0.00010843830763947877	0.0	0.007265366611845078	0.0	0.1364876832155573	0.011512533661057997	0.6147729121107517	0.0	0.040447488749525584	0.0	0.0	0.0	0.0019518895375106179	0.013862030326580036	0.005783376407438868	0.00030724187164518987	0.0	0.003777267716108511	0.0030362726139054057	0.005548426740886664	0.0006506298458368727	0.0	0.0	0.003433879741916828	0.0	0.00010843830763947877	0.0006144837432903797	0.032043519907465984	0.08966040736657571	0.028627713216822396	0.0	0.00010843830763947877	0.0	0.007265366611845078	0.0	0.0	0.0	0.009849812943919322	0.06961739350454539	0.0	0.0	0.0	0.05702047676709259	0.0	0.0	0.0	0.011512533661057997	0.0	0.0016265746145921816	0.5392817769424013	0.0	0.026639677576765285	0.0008494334098425838	0.0	0.009741374636279844	0.001012090871301802	0.0005783376407438868	0.010970342122860603	0.024073304295964288	0.0	0.040447488749525584	0.0
052014U_15	BBB	BBB	8	052014U.15	383	55	12	12_	12_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	Medium	8/25/2016	5/31/2016	August	na	0	0.093	FALSE	052014U15.fastq	052014U	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	828	86	24.57544029	3.566767079	0.570872033	76	56295	54788	0.973230305	21.65096037	5.597211288	0.955484713	58	54860	0.974509281	0.090666667	0.0	0.0	0.026893802102210942	0.004077564334903951	0.0	0.0	0.0002355926060166727	0.0	0.039507067778180506	0.0002899601304820587	0.0	0.9191373686118162	0.0	0.009858644436389997	0.0	0.0	0.0	0.026893802102210942	0.004077564334903951	0.0	0.0	0.0002355926060166727	0.0	0.03126132656759696	0.008245741210583545	0.0	0.0	0.0002899601304820587	0.0	0.18314606741573033	0.003388909025009061	0.7326023921710767	0.0	0.009858644436389997	0.0	0.0	0.0	0.00021747009786154403	0.020768394345777454	0.0052011598405219284	0.0007067778180500181	0.0	0.0009242479159115621	0.0028814787966654587	0.00027183762232693004	0.0	0.0	0.0	0.0	0.0	0.0002355926060166727	0.0	0.0012323305545487496	0.030028996013048207	0.008245741210583545	0.0	0.0	0.0	0.0002899601304820587	0.0	0.0	0.0	0.009768031895614353	0.09746284885828199	0.0	0.0	0.0	0.075915186661834	0.0	0.0	0.0	0.003388909025009061	0.0	0.0	0.6769119246103662	0.0	0.027220007249003263	0.0008698803914461761	0.0	0.00476621964479884	0.0001812250815512867	0.004874954693729612	0.005146792316056543	0.012631388184124683	0.0	0.009858644436389997	0.0
052014U_4	BBB	BBB	8	052014U.4	383	55	12	12_	12_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	5/20/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	May	2	second	2	3	Medium	9/8/2016	5/31/2016	September	na	0	0.083	FALSE	052014U4.fastq	052014U	5.7625	58.6105	6.7	0.13675	0.055	0.053	0.137	0.37625	0.680666667	0.2625	0.7	0.005	2787.85	58.6105	58.6105	59.28276619	69.29418222	47.64467618	9.769264544	30.02047201	0.089170984	17.21	0	161	84	28.8	46	35.6	742	842	100	45.93757601	5.891078179	0.818242539	147	50474	29596	0.586361295	37.16574996	6.333023999	0.953215093	100	33858	0.670800808	0.090666667	0.0	0.0	0.010356006483760583	0.02806627844149607	0.0	0.0	0.0	0.0	0.09296391907306237	0.0	0.0	0.85672690160293	0.0	0.011886894398751275	0.0	0.0	0.0	0.010356006483760583	0.02806627844149607	0.0	0.0	0.0	0.0	0.09296391907306237	0.0	0.0	0.0	0.0	0.0	0.3777390886714295	0.0	0.4789878129315003	0.0	0.011886894398751275	0.0	0.0	0.0	0.0	0.0003602089211742811	0.003301915110764243	0.006693882451822057	0.0	0.0	0.026175181605331093	0.0018910968361649757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034910247943807406	0.05805367112925497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011346581016989854	0.31842468631806453	0.0	0.0	0.0	0.0479678213363751	0.0	0.0	0.0	0.0	0.0	0.0	0.34955274058954194	0.0	0.08557963618898963	0.007204178423485622	0.0	0.007564387344659903	0.0	0.014558443897460527	0.009845710512097016	0.004682715975265654	0.0	0.011886894398751275	0.0
061914U_1	BBB	BBB	9	061914U.1	413	60	13	13_	13_unmitigated	0	unmitigated	unmitigated_middle	reactive	Yes	Concrete	Unmitigated Concrete	Normal	2	6/19/2014	2014	Spring	2	FALSE	FALSE	Spring 2014	June	2	second	2	3	Low	5/5/2016	A	May	low	1	0.072	FALSE	061914U1.fastq	061914U	5.6525	21.844	14.5	0.09675	0.0485	0.0715	0.2125	0.736833333	1.61625	0.4095	0.975166667	0.00675	2148.125	21.844	21.844	69.19797069	72.88726043	59.08782413	7.547171946	29.98871111	0.059230769	10.01	0	122	91.9	25.3	36.8	50	#VALUE!	686	#VALUE!	29.49003063	4.155386743	0.636981264	92	50167	47135	0.939561863	62.77400283	6.627862859	0.914449385	152	48351	0.963800905	0.083666667	0.0	0.0	0.03379017985759558	0.004938881343375725	0.0	0.012017944602214265	0.00012347203358439315	0.000432152117545376	0.2522739432851793	0.006194180351483722	0.0	0.6682718031032638	0.0	0.021957443305757912	0.0	0.0	0.0	0.03379017985759558	0.004938881343375725	0.0	0.012017944602214265	0.00012347203358439315	0.000432152117545376	0.24389842367370457	0.008334362266946536	4.1157344528131047e-05	0.0	0.006194180351483722	0.0	0.07035848047084002	0.00016462937811252419	0.5977486932543112	0.0	0.021957443305757912	0.0	0.0	0.0	0.03179404864798123	0.00020578672264065523	0.0	0.0017903444869737004	0.0	0.0015022430752767832	0.0009466189241470141	0.002490019343951928	0.0	0.0	0.0	0.012017944602214265	0.0	0.00012347203358439315	0.000432152117545376	0.02590854838045849	0.2179898752932461	0.008334362266946536	0.0	4.1157344528131047e-05	0.0	0.006194180351483722	0.0	0.0	0.0	0.0019549738650862245	0.05401901469317199	0.0	0.0	0.0	0.014384491912581801	0.0	0.0	0.0	0.00016462937811252419	0.00032925875622504837	0.000864304235090752	0.5238301024817879	0.0	0.011235955056179773	0.002736963411120714	0.0	0.01125653372844384	0.00026752273943285177	0.0027369634111207145	0.03298761163929703	0.011503477795612626	0.0	0.021957443305757912	0.0
